answer,count,count,count,count,count
"""Walk On The Wild Side""",,,2.0,,
prisoners of war,,,2.0,,
pan,,,2.0,,
rupee,,,2.0,1.0,1.0
egg cream,,,2.0,,
spit,,,2.0,,
Coral Gables,,,2.0,,2.0
Edmund Spenser,,,2.0,4.0,
George C. Marshall,,,2.0,1.0,1.0
Uncas,,,2.0,,3.0
Mauritania,,,2.0,1.0,2.0
Terre Haute,,,2.0,,2.0
invisibility,,,2.0,,1.0
a declaration,,,2.0,,
Vince Gill,,,2.0,1.0,2.0
Bosnia and Herzegovina,,,2.0,,
"""Little Havana""",,,2.0,,
William Harvey,,,2.0,2.0,2.0
the (Pittsburgh) Pirates,,,2.0,,
Danny Kaye,,,2.0,3.0,1.0
Acre,,,2.0,,1.0
intermezzo,,,2.0,,
Helvetica,,,2.0,2.0,
Jim Corbett,,,2.0,1.0,
electroencephalogram,,,2.0,1.0,
Pennsylvania Dutch,,,2.0,1.0,
The Bahamas,,,2.0,,
De Gaulle,,,2.0,,
(Michael) Dukakis,,,2.0,,
The Year of Living Dangerously,,,2.0,,
dreaming,,,2.0,,
Clint Black,,,2.0,,
Curaçao,,,2.0,1.0,6.0
Pepin the Short,,,2.0,2.0,3.0
General Motors & General Electric,,,2.0,,
The Man from U.N.C.L.E.,,,2.0,,
Raoul Wallenberg,,,2.0,1.0,2.0
The Lost Weekend,,,2.0,4.0,2.0
turducken,,,2.0,,
a tell,,,2.0,,
Sarah Lawrence,,,2.0,2.0,2.0
3-D printing,,,2.0,,
Holbein,,,2.0,1.0,
Jane Smiley,,,2.0,1.0,
toast,,,2.0,,
low,,,2.0,,
the harvest moon,,,2.0,,
Edgar Lee Masters,,,2.0,5.0,5.0
"Mary Hartman, Mary Hartman",,,2.0,1.0,
a quail,,,2.0,1.0,1.0
Michelle Wie,,,2.0,,
Michael York,,,2.0,,1.0
thirtysomething,,,2.0,,2.0
Bombay/Mumbai,,,2.0,,1.0
Shia LaBeouf,,,2.0,,
Clara Bow,,,2.0,3.0,3.0
El Camino,,,2.0,,
(Charley) Pride,,,2.0,,
Henry Rollins,,,2.0,,1.0
a red giant,,,2.0,,1.0
Security Council,,,2.0,,
doily,,,2.0,1.0,
tender,,,2.0,1.0,
Grand Cayman,,,2.0,,
Matchbox 20,,,2.0,1.0,
The Leatherstocking Tales,,,2.0,3.0,
Henri Rousseau,,,2.0,2.0,7.0
a milligram,,,2.0,,
paraffin,,,2.0,3.0,1.0
Joycelyn Elders,,,2.0,2.0,2.0
Elia Kazan,,,2.0,2.0,2.0
an angstrom,,,2.0,1.0,1.0
dumping,,,2.0,,
warrens,,,2.0,,
kudzu,,,2.0,3.0,2.0
Davidson,,,2.0,,
(Edward) Teller,,,2.0,,
a paleontologist,,,2.0,,
a fiddler crab,,,2.0,,
Montego Bay,,,2.0,2.0,2.0
Aquinas,,,2.0,,
Burt Bacharach & Hal David,,,2.0,,
Pan American,,,2.0,,1.0
British Library,,,2.0,,
Night of the Iguana,,,2.0,2.0,
an addendum,,,2.0,,
Eastman,,,2.0,1.0,
mammoths & mastodons,,,2.0,,
a staff,,,2.0,3.0,
The Defiant Ones,,,2.0,1.0,
reverberation,,,2.0,,
As Good As It Gets,,,2.0,1.0,1.0
Holistic,,,2.0,,
Alice's Restaurant,,,2.0,,
Wipeout,,,2.0,1.0,
hatch,,,2.0,,
John Knox,,,2.0,3.0,6.0
"Edgar Allan Poe (""Annabel Lee"")",,,2.0,,
Bombay (Mumbai),,,2.0,1.0,1.0
Eric Idle,,,2.0,,
a stye,,,2.0,,
the Yucatán,,,2.0,3.0,1.0
data,,,2.0,,
Baffin Bay,,,2.0,1.0,
Betelgeuse,,,2.0,2.0,2.0
conduction,,,2.0,,
(General Ambrose) Burnside,,,2.0,,
Showgirls,,,2.0,,
Muammar Qaddafi,,,2.0,1.0,
an understudy,,,2.0,,
Argon,,,2.0,1.0,1.0
a filter,,,2.0,,
The Last Hurrah,,,2.0,,1.0
Mace,,,2.0,,1.0
Meet Me in St. Louis,,,2.0,1.0,1.0
Catherine Deneuve,,,2.0,1.0,3.0
Albatross,,,2.0,,
the laurel,,,2.0,,
"""South Pacific""",,,2.0,,
his father,,,2.0,,
the chaff,,,2.0,,
a sash,,,2.0,1.0,
Virginia Dare,,,2.0,5.0,3.0
the prodigal son,,,2.0,,1.0
appliqué,,,2.0,1.0,
Coeur d'Alene,,,2.0,,
Richard Leakey,,,2.0,3.0,1.0
The Rijksmuseum,,,2.0,,
nesting tables,,,2.0,,
a certificate of deposit,,,2.0,,
Black & white,,,2.0,,
Wiglaf,,,2.0,,
volunteer,,,2.0,,1.0
impacted,,,2.0,1.0,
James K. Polk,,,2.0,6.0,4.0
Socialist,,,2.0,,2.0
a fifth,,,2.0,,
hovercraft,,,2.0,,
Ingmar,,,2.0,,
a nocturne,,,2.0,1.0,
Acme,,,2.0,,
ether (in N<b>ether</b>lands),,,2.0,,
From Russia With Love,,,2.0,,
Quantum,,,2.0,,
John Locke,,,2.0,4.0,11.0
the Himalayans,,,2.0,,
1066,,,2.0,2.0,
"""Crocodile Rock""",,,2.0,,
Xenon,,,2.0,,1.0
Doe,,,2.0,,
flim-flam,,,2.0,,
Bringing Up Baby,,,2.0,,1.0
chopped liver,,,2.0,2.0,
Bright Lights,,,2.0,,
fences,,,2.0,,
SoHo,,,2.0,,
The Deathly Hallows,,,2.0,,
Ulan Bator,,,2.0,2.0,6.0
vague,,,2.0,,
Science fiction,,,2.0,1.0,
André,,,2.0,,
kiddush,,,2.0,,
a flunky,,,2.0,,
"""Beowulf""",,,2.0,1.0,
a housewarming,,,2.0,,
Jacques Marquette,,,2.0,1.0,1.0
panning,,,2.0,,
read my lips,,,2.0,,
coca,,,2.0,1.0,
(Ross) Perot,,,2.0,,1.0
the Southern Baptists,,,2.0,,
Lemony Snicket,,,2.0,,
the Ark (of the Covenant),,,2.0,,
(Mount) Etna,,,2.0,,1.0
an archipelago,,,2.0,1.0,1.0
Lizard,,,2.0,,
Palm,,,2.0,,
Yoga,,,2.0,1.0,
John L. Lewis,,,2.0,1.0,2.0
Brahe,,,2.0,,
frequency,,,2.0,,2.0
Army Wives,,,2.0,,
quadrennial,,,2.0,,
mescal,,,2.0,,
tome,,,2.0,1.0,
Antonin Dvorak,,,2.0,1.0,4.0
James Oglethorpe,,,2.0,1.0,2.0
TRW,,,2.0,2.0,
Muenster,,,2.0,,
root (from robot),,,2.0,1.0,
arthropods,,,2.0,,2.0
The Munsters,,,2.0,1.0,1.0
Lena Horne,,,2.0,2.0,1.0
SARS,,,2.0,,1.0
sebaceous glands,,,2.0,1.0,1.0
a beggar,,,2.0,,
zealous,,,2.0,,
Kepler,,,2.0,4.0,3.0
HST,,,2.0,,
Jay McInerney,,,2.0,,
"""Annie Get Your Gun""",,,2.0,1.0,
International Monetary Fund,,,2.0,1.0,
Hawley,,,2.0,,
XX,,,2.0,1.0,
Deep Thoughts,,,2.0,,
Río de la Plata,,,2.0,,
Cantaloupe,,,2.0,,
Georges Clemenceau,,,2.0,2.0,4.0
Bonus,,,2.0,,
Majority Whip,,,2.0,,
an olive,,,2.0,,
Under the Cherry Moon,,,2.0,,1.0
yeoman,,,2.0,1.0,
Maeve Binchy,,,2.0,,4.0
(Joseph) Hansom,,,2.0,,1.0
the squeal,,,2.0,,
gorilla,,,2.0,,
Flock of Seagulls,,,2.0,,
the Aswan,,,2.0,,
pox,,,2.0,,
Globe,,,2.0,1.0,
a hi-hat,,,2.0,,
1881,,,2.0,,
Mutt & Jeff,,,2.0,,
L.A. Law,,,2.0,,3.0
the cedar,,,2.0,,
the Blue Ridge,,,2.0,,
kingside,,,2.0,,
redress,,,2.0,1.0,
your alley,,,2.0,,
Cops,,,2.0,,
figures of speech,,,2.0,,
a gram,,,2.0,,
retreat,,,2.0,2.0,
a stockbroker,,,2.0,,
Zen Buddhism,,,2.0,,1.0
Lake Lucerne,,,2.0,1.0,3.0
avaricious,,,2.0,,
Werner Heisenberg,,,2.0,1.0,1.0
flutes,,,2.0,,
engineer,,,2.0,,
Armistice,,,2.0,,
Stone of Scone,,,2.0,1.0,1.0
Phoenicians,,,2.0,3.0,
a challenge,,,2.0,,1.0
George Michael Richards,,,2.0,,
the Teapot Dome scandal,,,2.0,,
quadratic,,,2.0,,
ramen (in Sac<b>ramen</b>to),,,2.0,,
Amor,,,2.0,,1.0
Morgan le Fay,,,2.0,,2.0
Playgirl,,,2.0,,
convection,,,2.0,1.0,2.0
New Zealand & Australia,,,2.0,,
Yellowknife,,,2.0,3.0,1.0
1896,,,2.0,,
Stage Door,,,2.0,,2.0
nori,,,2.0,2.0,1.0
the Lumberjacks,,,2.0,,
Parseltongue,,,2.0,,
indigenous,,,2.0,,
The Heart Is a Lonely Hunter,,,2.0,1.0,2.0
Ian Thorpe,,,2.0,,
corpulent,,,2.0,1.0,
a tributary,,,2.0,,1.0
death-defying,,,2.0,,
Condor,,,2.0,,1.0
refrain,,,2.0,,1.0
mitosis,,,2.0,5.0,1.0
"""Doctor Zhivago""",,,2.0,,1.0
Rube Goldberg,,,2.0,,3.0
Captain Marvel,,,2.0,,
"""Stay With Me""",,,2.0,,
the Oder,,,2.0,1.0,1.0
Kate & Allie,,,2.0,1.0,
San Marino and Vatican City,,,2.0,,
True Detective,,,2.0,2.0,
bobbing for apples,,,2.0,,
Honus Wagner,,,2.0,,1.0
perish from the Earth,,,2.0,,1.0
conjunction,,,2.0,,1.0
Newspeak,,,2.0,,3.0
The Wiggles,,,2.0,,
shoe,,,2.0,,
Anthracite,,,2.0,,
RCA (Radio Corporation of America),,,2.0,,
overcompensate,,,2.0,,
a subcontinent,,,2.0,,
legend,,,2.0,,
Chantilly,,,2.0,,
seraphim,,,2.0,2.0,1.0
error,,,2.0,,
the Corinthians,,,2.0,,1.0
Deschanel,,,2.0,,
Gorky,,,2.0,4.0,5.0
American Federation of Teachers,,,2.0,,
"""New World Symphony""",,,2.0,,
Polyester,,,2.0,1.0,
Mugabe,,,2.0,1.0,
Knots Landing,,,2.0,,
Dr. Scholl,,,2.0,,
Crockett,,,2.0,1.0,
Yuban,,,2.0,,
Gangs of New York,,,2.0,1.0,1.0
helicopter,,,2.0,,
"""Ulysses""",,,2.0,,
Conductor,,,2.0,,
rabbit punch,,,2.0,,
the Apocalypse,,,2.0,,
(Hans) Geiger,,,2.0,,
Springtime for Hitler,,,2.0,,
Courage Under Fire,,,2.0,,
Akira Kurosawa,,,2.0,6.0,
Yukon Territory,,,2.0,,1.0
Liv Ullmann,,,2.0,4.0,
the Union Pacific,,,2.0,1.0,1.0
History,,,2.0,1.0,
harmony,,,2.0,,1.0
stagflation,,,2.0,,
worm,,,2.0,,
a plumber,,,2.0,1.0,1.0
the (Philadelphia) 76ers,,,2.0,,
(Steve) Wozniak,,,2.0,,1.0
Slalom,,,2.0,,
(Mary Baker) Eddy,,,2.0,,
Midgard,,,2.0,3.0,1.0
Giacomo Puccini,,,2.0,2.0,6.0
French & Indian War,,,2.0,,1.0
Sphere,,,2.0,1.0,
The Black Keys,,,2.0,2.0,
Bedouins,,,2.0,,1.0
Gordon Cooper,,,2.0,2.0,
the Wife of Bath,,,2.0,1.0,
Gotye,,,2.0,2.0,
Hadleyburg,,,2.0,1.0,1.0
invisible,,,2.0,,
Thurber,,,2.0,,1.0
fangs,,,2.0,,
Diet,,,2.0,,
"Providence, Rhode Island",,,2.0,2.0,
Bay Area Rapid Transit,,,2.0,,
Atlas Mountains,,,2.0,,1.0
Sadie Hawkins Day,,,2.0,,1.0
Clara Peller,,,2.0,,1.0
(Friedrich) Nietzsche,,,2.0,,
Gordie Howe,,,2.0,3.0,2.0
Butterfly,,,2.0,,
optics,,,2.0,2.0,2.0
Chicago Cubs,,,2.0,2.0,
Mylar,,,2.0,,
The Lady Vanishes,,,2.0,1.0,
caste,,,2.0,,
"""Sugar, Sugar""",,,2.0,,
Muscles,,,2.0,,
the Hudson River School,,,2.0,2.0,
The Last King of Scotland,,,2.0,,
A Bronx Tale,,,2.0,,
a Manx,,,2.0,,
a hinge,,,2.0,,
Calgary Stampede,,,2.0,,
the scapula,,,2.0,1.0,1.0
Sir Thomas Malory,,,2.0,1.0,2.0
wrath,,,2.0,2.0,2.0
royal jelly,,,2.0,,
Ambrose Bierce,,,2.0,6.0,10.0
Heat,,,2.0,3.0,
Lisbeth Salander,,,2.0,,1.0
melons,,,2.0,,
Montmartre,,,2.0,2.0,2.0
polka,,,2.0,1.0,
Nahuatl,,,2.0,,
gallium,,,2.0,,1.0
E.T.A. Hoffmann,,,2.0,,3.0
Easy Rawlins,,,2.0,,2.0
the Conservative Party,,,2.0,,
a bush baby,,,2.0,,
the California Gold Rush,,,2.0,,
Fallopian tubes,,,2.0,,
Judith Rossner,,,2.0,,
Valdez,,,2.0,,
Flatbush,,,2.0,,
the Associated Press,,,2.0,2.0,
Minos,,,2.0,,1.0
marzipan,,,2.0,1.0,
VMI,,,2.0,,
(Truman) Capote,,,2.0,1.0,
St. Joan,,,2.0,,
Carbohydrates,,,2.0,,
penmanship,,,2.0,,
Barnaby Jones,,,2.0,1.0,1.0
(Pablo) Neruda,,,2.0,,2.0
St. Elmo's Fire,,,2.0,2.0,
Irving Stone,,,2.0,4.0,1.0
Swanson,,,2.0,1.0,
Lord Robert Baden-Powell,,,2.0,,1.0
Doctor,,,2.0,,
Milton Eisenhower,,,2.0,1.0,
Photosynthesis,,,2.0,,
The Castle,,,2.0,,1.0
Jonah Hill,,,2.0,,1.0
curdle,,,2.0,,
"""Moves Like Jagger""",,,2.0,,
the lithosphere,,,2.0,2.0,5.0
the decimal system,,,2.0,,
adamant,,,2.0,2.0,
Fanning,,,2.0,,
Password,,,2.0,3.0,
Albert Schweitzer,,,2.0,5.0,5.0
The Kid,,,2.0,,
Right Guard,,,2.0,,
c,,,2.0,2.0,
Orville Redenbacher,,,2.0,2.0,
Hussein,,,2.0,1.0,1.0
acrylics,,,2.0,,
Bering Sea,,,2.0,1.0,1.0
Igneous,,,2.0,,
a sunfish,,,2.0,,1.0
antipope,,,2.0,1.0,
Chumbawamba,,,2.0,,
alleles,,,2.0,1.0,
August Strindberg,,,2.0,1.0,10.0
the time machine,,,2.0,,
amniocentesis,,,2.0,3.0,1.0
a lobotomy,,,2.0,1.0,
Pat Tillman,,,2.0,1.0,1.0
the superego,,,2.0,2.0,
a magazine,,,2.0,,
(Danielle) Steel,,,2.0,,
the Hippocratic oath,,,2.0,,
Zarathustra,,,2.0,4.0,2.0
Mighty Joe Young,,,2.0,,2.0
British Virgin Islands,,,2.0,,1.0
Sails,,,2.0,1.0,
the Iroquois League,,,2.0,,
bile,,,2.0,3.0,
bench press,,,2.0,,
Phylicia Rashad,,,2.0,,
Spike Jones,,,2.0,1.0,
fruit flies,,,2.0,,2.0
Assassins,,,2.0,,1.0
Morning Glory,,,2.0,1.0,1.0
"""Anna Christie""",,,2.0,,
oscillation,,,2.0,,1.0
the Negro Leagues,,,2.0,,
John Fogerty,,,2.0,1.0,2.0
Department of Commerce,,,2.0,1.0,1.0
Victor Herbert,,,2.0,3.0,4.0
Johnny Mathis,,,2.0,1.0,2.0
cartel,,,2.0,,1.0
Chester Arthur,,,2.0,3.0,7.0
Basquiat,,,2.0,,3.0
Iggy Azalea,,,2.0,1.0,
a diplomat,,,2.0,,
Robert Packwood,,,2.0,,1.0
Niccolò Machiavelli,,,2.0,,
Emperor Akihito,,,2.0,,
Javier Perez de Cuellar,,,2.0,,
Robert James Waller,,,2.0,2.0,1.0
Till Eulenspiegel,,,2.0,,1.0
Ridley Scott,,,2.0,3.0,2.0
elle,,,2.0,,
a Minuteman,,,2.0,,
pewter,,,2.0,,
Dick Gregory,,,2.0,1.0,1.0
Alan Moore,,,2.0,,
(Alessandro) Volta,,,2.0,,2.0
"""Rock Lobster""",,,2.0,,
pandemonium,,,2.0,3.0,2.0
the Celts,,,2.0,2.0,1.0
Hulu,,,2.0,,
Lima (Peru),,,2.0,,
Trudeau,,,2.0,1.0,
The Newsroom,,,2.0,1.0,
signing the Declaration of Independence,,,2.0,,
the Western Wall,,,2.0,2.0,
the Bridge of San Luis Rey,,,2.0,,
Margarita,,,2.0,2.0,1.0
Steel Magnolias,,,2.0,,
belladonna,,,2.0,3.0,2.0
Biltmore,,,2.0,,
Carnaby Street,,,2.0,,2.0
the blues,,,2.0,2.0,
the <i>Decameron</i>,,,2.0,,1.0
Helter Skelter,,,2.0,1.0,2.0
Zoroastrianism,,,2.0,4.0,12.0
Nell,,,2.0,,1.0
triglycerides,,,2.0,1.0,1.0
clerk,,,2.0,,
Lake Winnipeg,,,2.0,1.0,1.0
Wodehouse,,,2.0,,1.0
Leslie Caron,,,2.0,4.0,2.0
Fort Ticonderoga,,,2.0,2.0,1.0
(Harvey) Milk,,,2.0,,2.0
piquant,,,2.0,,2.0
the Anti-Defamation League,,,2.0,,
"""Born To Be Wild""",,,2.0,,
dyslexia,,,2.0,4.0,
Stabiles,,,2.0,,
De Klerk,,,2.0,,1.0
the 23rd Psalm,,,2.0,,
(Robert) Dole,,,2.0,,1.0
Thomas Alva Edison,,,2.0,,2.0
Kirov,,,2.0,,2.0
A Man For All Seasons,,,2.0,2.0,1.0
David Janssen,,,2.0,,
BoJack Horseman,,,2.0,,
Davenport,,,2.0,2.0,1.0
buttercup,,,2.0,,
DJ Khaled,,,2.0,,1.0
Griffith Park,,,2.0,,
Stan Musial,,,2.0,,
selenium,,,2.0,3.0,3.0
Recount,,,2.0,,
Hourglass,,,2.0,,
Adirondacks,,,2.0,,1.0
troy,,,2.0,1.0,2.0
(Edward) Albee,,,2.0,,1.0
(Joseph) Lieberman,,,2.0,,1.0
Housing and Urban Development,,,2.0,,
Titania,,,2.0,6.0,1.0
Mary Lincoln,,,2.0,,1.0
Doctorow,,,2.0,,1.0
rote,,,2.0,,
Bo Derek,,,2.0,1.0,
Mesozoic,,,2.0,,1.0
the AFL-CIO,,,2.0,4.0,
nuance,,,2.0,,1.0
a rhea,,,2.0,2.0,3.0
(Fulgencio) Batista,,,2.0,1.0,3.0
The Shoes of the Fisherman,,,2.0,,2.0
Franz Joseph Haydn,,,2.0,4.0,4.0
Chaillot,,,2.0,,1.0
"Stone, Bronze, and Iron",,,2.0,,
(John) Major,,,2.0,,1.0
mermaids,,,2.0,1.0,1.0
the helicopter,,,2.0,,
Greenspan,,,2.0,1.0,
Malcolm-Jamal Warner,,,2.0,,
police,,,2.0,1.0,
"""Crazy""",,,2.0,,
Miami Herald,,,2.0,,
Jennifer Jones,,,2.0,1.0,
the pine,,,2.0,,1.0
saw,,,2.0,,
(Albert) Schweitzer,,,2.0,1.0,1.0
Roxanne Pulitzer,,,2.0,,
(Johannes) Vermeer,,,2.0,,1.0
the Taft-Hartley Act,,,2.0,1.0,2.0
tariffs,,,2.0,,1.0
a volcanologist,,,2.0,,
a conglomerate,,,2.0,,1.0
velour,,,2.0,,1.0
the Pussycat Dolls,,,2.0,,1.0
Ben Vereen,,,2.0,1.0,
Desilu,,,2.0,,
Yakov Smirnoff,,,2.0,,1.0
imam,,,2.0,1.0,1.0
hypothesis,,,2.0,,
mutton,,,2.0,1.0,
a dowry,,,2.0,,
a salmon,,,2.0,,
golden apples,,,2.0,,
Nell Gwyn,,,2.0,3.0,1.0
the sunrise,,,2.0,,
(Nathaniel) Currier,,,2.0,1.0,
holograms,,,2.0,1.0,
the Brontes,,,2.0,1.0,
Aziz Ansari,,,2.0,,
the Mayan civilization,,,2.0,,
matching funds,,,2.0,,
Benelux,,,2.0,,2.0
a felony,,,2.0,,
a kopeck,,,2.0,1.0,
Roald Amundsen,,,2.0,3.0,6.0
Sukarno,,,2.0,2.0,2.0
Casals,,,2.0,1.0,
a nova,,,2.0,,
bilingual,,,2.0,,2.0
Cape Hatteras,,,2.0,4.0,
Ted Hughes,,,2.0,3.0,5.0
Secretary of Agriculture,,,2.0,,1.0
Father Brown,,,2.0,4.0,4.0
the caduceus,,,2.0,1.0,
Syria & Egypt,,,2.0,,
Rawhide,,,2.0,1.0,2.0
the unemployment rate,,,2.0,,
Dolce & Gabbana,,,2.0,,
Six Flags,,,2.0,2.0,
Jakob Dylan,,,2.0,,
Alan Thicke,,,2.0,1.0,
a citation,,,2.0,,
Tosca,,,2.0,4.0,2.0
B complex,,,2.0,,
"""Carry Me Back To Old Virginny""",,,2.0,,
the Iroquois Confederation,,,2.0,,
the Hollywood Ten,,,2.0,1.0,
the knight,,,2.0,2.0,
the Brahmins,,,2.0,,1.0
defenestration,,,2.0,1.0,1.0
Lord Baden-Powell,,,2.0,1.0,1.0
projection,,,2.0,,
"It's a Mad, Mad, Mad, Mad World",,,2.0,,
nightshade,,,2.0,3.0,2.0
table tennis,,,2.0,,1.0
Phil Knight,,,2.0,,
Cynthia Nixon,,,2.0,1.0,1.0
1977,,,2.0,2.0,2.0
The Unsinkable Molly Brown,,,2.0,,
(William) Inge,,,2.0,1.0,4.0
sediment,,,2.0,,
10 Things I Hate About You,,,2.0,,
Landon,,,2.0,,
the Punic War,,,2.0,,
the Volstead Act,,,2.0,,2.0
The General,,,2.0,2.0,1.0
the hippopotamus,,,2.0,,
a trousseau,,,2.0,,1.0
the Pacific Coast Highway,,,2.0,,
cutter,,,2.0,,
Diogenes,,,2.0,1.0,3.0
the doge,,,2.0,,
ain't,,,2.0,,
challah,,,2.0,1.0,
an SST,,,2.0,,
a crossbow,,,2.0,1.0,
a leopard shark,,,2.0,,
An Inconvenient Truth,,,2.0,,1.0
the phalanges,,,2.0,,2.0
Perle Mesta,,,2.0,,
Wedgwood,,,2.0,5.0,3.0
"""The Female of the Species""",,,2.0,,
Pinkie,,,2.0,,
a bullmastiff,,,2.0,,1.0
The Roots,,,2.0,,
RKO,,,2.0,,
Queen of the Damned,,,2.0,,
Randy Travis,,,2.0,,
the vanishing point,,,2.0,2.0,1.0
(People's Republic of) China,,,2.0,1.0,
the WPA,,,2.0,1.0,
a tenor,,,2.0,,
All Things Considered,,,2.0,,1.0
Syfy,,,2.0,,
Gorilla,,,2.0,,
the Populist Party,,,2.0,,1.0
George Rogers Clark,,,2.0,3.0,3.0
manic depression,,,2.0,,
The Lost Boys,,,2.0,1.0,2.0
Babe the Blue Ox,,,2.0,1.0,
Thousand Islands,,,2.0,,
Apennines,,,2.0,2.0,
cross-country,,,2.0,,
a diphthong,,,2.0,1.0,1.0
hard water,,,2.0,,
Fanny Hill,,,2.0,1.0,1.0
Charlie Puth,,,2.0,,
NewsRadio,,,2.0,,1.0
the circumference of the Earth,,,2.0,,
Padre Island,,,2.0,2.0,4.0
a riptide,,,2.0,,
guilders,,,2.0,,
due process of law,,,2.0,1.0,
Piet Mondrian,,,2.0,1.0,5.0
Coretta Scott King,,,2.0,2.0,
Baha'i,,,2.0,,1.0
absinthe,,,2.0,7.0,1.0
Pat Conroy,,,2.0,3.0,
Sighs,,,2.0,,
the Great Smoky Mountains,,,2.0,1.0,2.0
adjacent,,,2.0,1.0,
The Autobiography of Alice B. Toklas,,,2.0,,
Nokomis,,,2.0,,3.0
a codex,,,2.0,1.0,1.0
witches,,,2.0,1.0,
the Calverts,,,2.0,2.0,1.0
Lord Cornwallis,,,2.0,1.0,1.0
adjective,,,2.0,,
the Seminole Wars,,,2.0,,
Gilead,,,2.0,1.0,2.0
TARP,,,2.0,,
kinetic energy,,,2.0,,1.0
clapboard,,,2.0,,
Jack White,,,2.0,,
Water for Elephants,,,2.0,1.0,2.0
minimalism,,,2.0,1.0,1.0
the corona,,,2.0,3.0,3.0
rafts,,,2.0,,
herring,,,2.0,3.0,1.0
"Douglas Fairbanks, Sr.",,,2.0,,1.0
embedded,,,2.0,,1.0
John Chancellor,,,2.0,,1.0
Excellence,,,2.0,,
kibitz,,,2.0,,1.0
Heidi Klum,,,2.0,,
the Winter Palace,,,2.0,1.0,
BUtterfield 8,,,2.0,1.0,1.0
Phyllis Schlafly,,,2.0,,1.0
the <i>Herald Tribune</i>,,,2.0,,
Milton Bradley,,,2.0,,1.0
Pieter Bruegel the Elder,,,2.0,,
(Roberto) Clemente,,,2.0,,
egrets,,,2.0,1.0,
Pax Romana,,,2.0,3.0,
a divan,,,2.0,1.0,
Sammy Davis Jr.,,,2.0,,
a neutrino,,,2.0,,
the Irrawaddy,,,2.0,,3.0
an irregular verb,,,2.0,,
John Gray,,,2.0,,3.0
syncopation,,,2.0,1.0,
mountain climbing,,,2.0,,
the magnetic field,,,2.0,2.0,
an ice cream cone,,,2.0,,1.0
cholera,,,2.0,5.0,3.0
Porthos,,,2.0,1.0,1.0
the Seven Sisters,,,2.0,1.0,4.0
Haze,,,2.0,,
Saskatoon,,,2.0,3.0,1.0
excise,,,2.0,,1.0
Eileen,,,2.0,,
Proxmire,,,2.0,,
Billy Mitchell,,,2.0,1.0,4.0
a fungus,,,2.0,2.0,2.0
RCA,,,2.0,,2.0
manners,,,2.0,,2.0
a volley,,,2.0,,
Lake Como,,,2.0,,
the stem,,,2.0,,
Donovan,,,2.0,1.0,1.0
plane geometry,,,2.0,,
Thirty Years' War,,,2.0,1.0,3.0
Westeros,,,2.0,,
flannel,,,2.0,,1.0
All,,,2.0,,
Sea of Cortez,,,2.0,,
the bourgeoisie,,,2.0,,3.0
Training Day,,,2.0,,
George Reeves,,,2.0,1.0,3.0
repertoire,,,2.0,,
Chinook,,,2.0,1.0,2.0
Io,,,2.0,5.0,9.0
Bryce Dallas Howard,,,2.0,2.0,
Moldova,,,2.0,3.0,1.0
Brazil nuts,,,2.0,,
fur,,,2.0,,
James Randi,,,2.0,,
utilities,,,2.0,,
cake,,,2.0,,
The Little Red Hen,,,2.0,,
regeneration,,,2.0,1.0,1.0
the one-child policy,,,2.0,,
the Anti-Masonic Party,,,1.0,1.0,2.0
hamburgerology,,,1.0,,
Andy Weir,,,1.0,,
(Solomon R.) Guggenheim,,,1.0,,
a perimeter,,,1.0,,
a spore,,,1.0,,
the declaration of war against Japan over Pearl Harbor,,,1.0,,
"(1 of) California Angels, Texas Rangers, Minnesota Twins",,,1.0,,
"""paddy""s",,,1.0,,
hooker,,,1.0,,
(Charles) Lamb,,,1.0,,
"""One on One""",,,1.0,,
Sister Teresa,,,1.0,,
"Robert E. Lee, Jefferson Davis or Stonewall Jackson",,,1.0,,
down and out,,,1.0,,
Gonzo,,,1.0,2.0,
the press corps (at the White House),,,1.0,,
aplomb,,,1.0,1.0,2.0
DJ,,,1.0,,1.0
an anonymous,,,1.0,,
under & udder,,,1.0,,
CN Tower,,,1.0,,
a quire,,,1.0,1.0,1.0
munificent,,,1.0,,1.0
mayday,,,1.0,1.0,
a stormtrooper,,,1.0,,
Grant Park,,,1.0,,
the Kingdom of the Two Sicilies,,,1.0,,
the National Rifle Association (NRA),,,1.0,1.0,
a reasonable doubt,,,1.0,,
Marmaduke and Garfield,,,1.0,,
Roberta Frost,,,1.0,,
a Congo bongo,,,1.0,,
polyhedra,,,1.0,,
Guillermo del Toro,,,1.0,1.0,
"Regina, Saskatchewan",,,1.0,,
whistle while you work,,,1.0,,
a sinus headache,,,1.0,,
belly <i>Dancing with the Stars</i>,,,1.0,,
Aries fairies,,,1.0,,
possums,,,1.0,,
sportsmanlike (or sportsmanship),,,1.0,,
the prostate,,,1.0,1.0,
augmented reality,,,1.0,,
Giselle,,,1.0,1.0,6.0
concave and convex,,,1.0,,
Tig Notaro,,,1.0,,
Bayer aspirin,,,1.0,,
a parsnip and a turnip,,,1.0,,
lawn,,,1.0,,
groove and grove,,,1.0,,
A-S-U-N-C-I-O-N,,,1.0,,
show jumping,,,1.0,,
"""The Cat's In The Cradle""",,,1.0,,
word of mouth,,,1.0,,
the tympanic,,,1.0,,
a dealer,,,1.0,,
vaquero,,,1.0,1.0,1.0
beach bums,,,1.0,,
